"terminal","keywordId","keyword","sc"
1,4335754598,"深圳诺铂广场",1
1,4335755622,"深圳致远大厦",2
1,4335755879,"上海绿洲广场",2
1,4335759975,"上海新曹杨工业园区",1
1,4335761267,"丰台区石榴中心",2
1,4335766375,"上海机器人产业园",2
1,4335767654,"深圳金运世纪大厦",1
1,4335769190,"深圳怡都大厦",1
1,4335776103,"上海金汇广场",1
1,4335778151,"上海西子国际中心",1
1,4335778407,"上海万科七宝国际",4
1,4335780199,"上海max未来",1
1,4335782759,"上海东方慧谷",2
1,4335783015,"上海南翔企业公馆",1
1,4335786087,"上海合星大厦",1
1,4335788390,"深圳天汇大厦",2
1,4335788403,"丰台区瀚海花园大厦",2
1,4335788902,"深圳茂成大厦",1
1,4335794023,"上海中环商务大厦",1
1,4347251925,"上海好租网租房",17
1,4347256021,"好租网上海租房",16
1,4350018745,"上海创业办公室出租",11
1,4350025913,"上海写字楼出租",20
1,4350039992,"松江新桥工位招租",1
1,4350057150,"广州天河区办公楼租金",1
1,4350067135,"朝阳区办公间租金",1
1,4350071487,"顺义写字楼租金",1
1,4350493074,"西红门写字楼",2
1,4350510226,"徐家汇办公楼",1
1,4350804662,"租壹丰广场",2
1,4350804890,"租连发大厦",1
1,4350806453,"三川大厦",2
1,4350807199,"租万汇大厦",3
1,4350811034,"租同安物流",2
1,4350818485,"华业国际中心",1
1,4350820533,"京环大厦",1
1,4350823861,"阳明广场",3
1,4350824349,"租兴华大厦",3
1,4350824885,"北京盛华汽配城市场综合办公楼",1
1,4350826645,"北京塞隆国际文化创意园急租",1
1,4350827921,"租粤海大厦",1
1,4350830773,"北京国际画材中心",1
1,4350832287,"租旭源大厦",1
1,4350839477,"中国农机院",2
1,4350841013,"莱锦文化创业园",1
1,4350842004,"租中国梦谷",3
1,4350842038,"租凯德龙之梦",5
1,4350843036,"卓越大厦合租",1
1,4350844341,"金泰大厦",2
1,4350845621,"正东集团综合科技楼",1
1,4350846857,"宝鼎大厦急租",3
1,4350849206,"租广益大厦",1
1,4350856885,"长安国际",1
1,4352532839,"上海宝龙城市广场",1
1,4352535655,"上海合景峰汇",2
1,4362177369,"嘉里中心办公楼",1
1,4364179855,"光谷写字楼出租",10
1,4364233615,"光谷写字楼",4
1,4364508376,"青羊区写字楼",1
1,4364513496,"双流区办公楼",1
1,4364565208,"成华区写字间",1
1,4365444475,"闸北租办公室",1
1,4365445499,"闸北区办公楼招租",1
1,4365460882,"好租房网",122
1,4365462162,"好租网",34
1,4366726100,"浦东陆家嘴工位租赁",3
1,4367260050,"御桥办公楼",1
1,4367277458,"亦庄租赁办公室",1
1,4367290770,"亦庄租赁写字楼",1
1,4367581621,"银座九号大厦",1
1,4367582645,"星库空间",3
1,4367588277,"思源大厦",2
1,4367588789,"国际创展中心",1
1,4367603381,"国星大厦",1
1,4367609741,"苏宁天御国际广场转租",1
1,4367616154,"租老兵大厦",1
1,4367619253,"华表大厦",1
1,4367626165,"宫宵国际中心",1
1,4367630773,"艺嘉时尚大厦",1
1,4367633553,"南山互联网产业园招租",2
1,4367633589,"煤炭大厦",1
1,4367638419,"合租光华大厦",2
1,4367640757,"国际气候大厦",2
1,4367641233,"招租向南瑞峰创业中心",1
1,4367642037,"北京工体中心",2
1,4367642805,"万东国际文化创意产业园",3
1,4367644305,"新保辉大厦招租",1
1,4369289574,"深圳航天科技大厦",1
1,4369296486,"深圳祥福雅居",1
1,4369299302,"深圳展滔科技大厦",2
1,4369311600,"北京市恒基中心",1
1,4369316464,"北京市永乐西小区",2
1,4369336166,"深圳天经大厦",2
1,4369336935,"上海新时代花园",2
1,4369337202,"广州市白云大厦",1
1,4369338483,"东城区东方广场",1
1,4369345638,"深圳新世纪广场",1
1,4369420664,"丰台办公楼出租",1
1,4369451384,"威宁路办公楼",1
1,4369452920,"管庄办公楼出租",1
1,4369474936,"唐镇写字楼",1
1,4382210962,"杭州好租网",2
1,4382218898,"找房子好租网",93
1,4382219410,"找房子 好租网",31
1,4383265312,"点点租写字楼",2
1,4383283744,"深圳房大出租信息",3
1,4384032402,"亦庄写字间",2
1,4384360373,"东方证券大厦",1
1,4384361141,"百灵大厦",2
1,4384368565,"安源大厦",3
1,4384368821,"劳动大厦",1
1,4384370869,"安邦金融中心",3
1,4384371637,"建达大厦",4
1,4384373173,"正嘉大厦",1
1,4384375733,"一轻大厦",2
1,4384375955,"急租国贸三期",1
1,4384376757,"渔阳置业大厦",6
1,4384378805,"五矿大厦",8
1,4384379286,"长远天地大厦出租",1
1,4384379573,"闽商木业大厦",1
1,4384385205,"通联大厦",1
1,4384389813,"紫光发展大厦",1
1,4384407989,"静安市场",2
1,4384411061,"尚8东区孵化园",1
1,4384411317,"骏豪中央公园广场",1
1,4384415157,"世奥国际中心",3
1,4384418229,"动力商务",1
1,4384418741,"东方中心",1
1,4384418997,"盛德亚写字楼",1
1,4384420533,"金泉广场",2
1,4384422837,"中国民族证券",4
1,4384423861,"财富嘉园",1
1,4386066291,"东城区银河soho",1
1,4386075763,"东城区朝阳门内大街8号",1
1,4386084979,"东城区歌华大厦",2
1,4386087527,"上海宏泉大厦",1
1,4386093171,"东城区东直门外斜街56号",1
1,4386095462,"深圳中国有色大厦",1
1,4386095974,"深圳潮汕大厦",1
1,4386098535,"上海友力国际大厦",2
1,4386099303,"上海联农大厦",2
1,4386101607,"上海莘庄智慧园",2
1,4386105703,"上海吴泾科技园",1
1,4386106727,"上海金汇四季广场",1
1,4386107239,"上海城开中心",5
1,4386109031,"上海瑞都大厦",2
1,4386109287,"上海孵化基地",3
1,4386114407,"上海v6时代",1
1,4386117479,"上海众城公寓",2
1,4386118247,"上海闵欣大厦",1
1,4386124647,"上海汇力得电子商务产业园",2
1,4386207864,"颛桥办公楼",1
1,4386215800,"张江高科办公室",1
1,4386247544,"宜山路办公楼",1
1,4397716387,"好租网租房北京",8
1,4397963774,"百姓网租房",7
1,4399002491,"静安区办公室求租",1
1,4400234965,"深圳南山南油办公室出租价格",1
1,4400349881,"办公楼出租信息",47
1,4400355513,"办公间出租网",3
1,4400360889,"办公房租赁网",1
1,4400364217,"租共享式办公间",8
1,4400378552,"浦东北蔡工位租赁",1
1,4400778864,"徐汇区商务楼租赁",1
1,4400844178,"亦庄办公楼",11
1,4401136789,"租葛洲坝大厦",1
1,4401138325,"租富力双子座大厦",1
1,4401148565,"租劲松嘉园",1
1,4401151125,"世通国际大厦出租",1
1,4401171605,"租华腾大厦",2
1,4401177229,"绿地科创大厦招租",1
1,4401189302,"租虹口soho",7
1,4401194131,"数码01大厦急租",11
1,4401196181,"租劲松大厦",2
1,4402844775,"上海红星",1
1,4402854759,"上海长风国际大厦",2
1,4402861415,"上海中国梦谷",1
1,4402876774,"深圳天吉大厦",1
1,4402877799,"上海绿地威科国际商业广场",1
1,4402879590,"深圳稳展大厦",1
1,4402880359,"上海财富108广场",2
1,4402893927,"上海复地申公馆",1
1,4402894195,"东城区华普花园",1
1,4402972792,"生命科学园办公室出租",2
1,4403033208,"西红门写字楼出租",1
1,4415717532,"好租网出租写字间",1
1,4415792763,"青浦区办公楼招租",1
1,4417142969,"租写字楼",31
1,4417143481,"办公房出租",7
1,4417143993,"办公室出租网站",4
1,4417144249,"写字楼出租",307
1,4417147577,"写字楼出租网站",11
1,4417147833,"写字楼出租信息",3
1,4417148089,"写字楼租赁",10
1,4417148601,"租办公室",64
1,4417149113,"办公室出租信息",1
1,4417150393,"写字楼租赁网",30
1,4417150905,"商务楼出租网",4
1,4417593746,"杨浦区出租商务楼",1
1,4417604754,"杨浦写字楼出租",2
1,4417915029,"世通国际大厦急租",2
1,4417916341,"国奥中心",2
1,4417920397,"财富时代大厦招租",2
1,4417923989,"租启达大厦",3
1,4417927093,"新族大厦",1
1,4417936021,"租农光南里1号楼",1
1,4417948341,"宇达创意中心",1
1,4417949078,"裕惠大厦出租",1
1,4417956021,"中科电大厦",1
1,4417957813,"华商大厦",2
1,4417967514,"同安物流招租",1
1,4417972405,"北控大厦",1
1,4419623782,"深圳桂都大厦",2
1,4419626086,"深圳南方证券大厦",2
1,4419626598,"深圳海王大厦",2
1,4419635558,"深圳金田大厦",1
1,4419641702,"深圳国际商业大厦",1
1,4419642471,"上海方舟时代广场",1
1,4419646320,"北京市二商集团",3
1,4419646567,"上海吉曼大厦",1
1,4419650918,"深圳华佳广场",1
1,4419658086,"深圳天祥大厦",1
1,4419670886,"深圳裕安居",4
1,4419678054,"深圳皇嘉中心",1
1,4419678822,"深圳华富锦大厦",2
1,4419679334,"深圳博兴大厦",1
1,4431659461,"成都成华区办公楼出租",1
1,4432578707,"杭州点点租",1
1,4434693045,"国航世纪大厦",1
1,4434694069,"格纳斯大厦",2
1,4434694581,"海文大厦",6
1,4434695093,"太阳宫大厦",4
1,4434696334,"新华园招租",1
1,4434696885,"武汉大厦",2
1,4434697653,"国航大厦",2
1,4434699189,"霄云中心",1
1,4434704309,"光明大厦",1
1,4434706826,"复地万科活力城出租",1
1,4434708405,"平安国际金融中心",2
1,4434709429,"鹏润大厦",4
1,4434713491,"蓝堡国际中心招租",5
1,4434722443,"陆家嘴世纪金融广场招租",4
1,4434724277,"冠城大厦",1
1,4434724789,"百环青创大厦",1
1,4434725045,"鼎新大厦",3
1,4434728597,"保利国际广场出租",3
1,4434728629,"北汽资产大厦",2
1,4434729093,"广东广播中心大楼出租",1
1,4434730165,"北人泽洋大厦",1
1,4434732725,"佳程广场",7
1,4434734739,"侨福芳草地大厦招租",2
1,4434735541,"富顿中心",1
1,4434735772,"嘉里建设广场急租",2
1,4434737077,"现代柏利大厦",3
1,4434738101,"垂杨大厦",1
1,4434739125,"中关村建设大厦",1
1,4434739381,"友金大厦",1
1,4434740405,"武圣东里",1
1,4434742197,"世鳌国际会议中心",1
1,4434743187,"阿尔萨办公楼招租",1
1,4434745013,"丰和大厦",1
1,4434746015,"租世宏大厦",1
1,4434747539,"瀚海文化大厦招租",1
1,4434747573,"东环国际大厦",3
1,4434749109,"顺迈金钻",2
1,4434749365,"红点艺术工厂",1
1,4434750133,"华腾大厦",2
1,4434752659,"摩码大厦招租",6
1,4434753683,"cbd国际大厦招租",1
1,4434753717,"乐成中心",1
1,4434754741,"民生大厦",2
1,4434754997,"朗姿大厦",4
1,4434755509,"广渠路42号院1号楼",1
1,4435176040,"租大恒科技大厦",5
1,4435188840,"租中关村大厦",22
1,4436394086,"深圳金晖大厦",3
1,4436400486,"深圳tcl国际e城",2
1,4436400754,"广州市先烈中路100号",3
1,4436401510,"深圳万海大厦",1
1,4436410726,"深圳金谷创业园",5
1,4436412528,"北京市宝钢大厦",1
1,4436416614,"深圳南海意库",1
1,4436424038,"深圳南方大厦",2
1,4436427622,"深圳嘉熙业广场",1
1,4436436326,"深圳田厦国际中心",1
1,4436451686,"深圳易思博软件大厦",2
1,4436453478,"深圳旺棠工业区",1
1,4436855063,"科技园办公室招租",1
1,4436862999,"科技园出租",1
1,4436887831,"科技园合租",1
1,4436892695,"科技园招租",1
1,4446050648,"越洋广场办公楼",1
1,4448258752,"长宁88中心",2
1,4448267968,"中一国际商务大厦",1
1,4448316414,"百姓网深圳租房",1
1,4448392664,"孵化园写字楼",1
1,4448431832,"金牛万达写字楼",1
1,4450312931,"金融高新区写字楼租金",1
1,4450329825,"广州商业办公间",1
1,4450344417,"租乙级办公间",2
1,4450550741,"深圳南山华侨城办公房租赁信息",1
1,4450723516,"亦庄写字楼",1
1,4451147154,"五棵松写字楼",4
1,4451468181,"租云南大厦",4
1,4451470261,"2049文创园",10
1,4451471029,"北京塞隆国际文化创意园",2
1,4451471285,"北京传媒总部基地",1
1,4451476917,"世通国际大厦",3
1,4451477173,"北岸商业广场",1
1,4451481269,"光合空间",1
1,4451485365,"静安中心",1
1,4451488181,"中航资本大厦",2
1,4451488693,"乾坤大厦",2
1,4451488949,"国际竹藤大厦",1
1,4451489461,"华文国际传媒大厦",3
1,4451489717,"曼宁国际中心",2
1,4451490997,"新世纪商务中心",1
1,4451492021,"中宇大厦",1
1,4451493813,"时间国际",4
1,4451495605,"瑞普电子大厦",1
1,4451496629,"汉督国际中心",7
1,4451498935,"中环一号求租",1
1,4451948136,"租和盛大厦",1
1,4453187943,"上海平高国际广场",1
1,4453189222,"深圳晟佳大厦",1
1,4453194854,"深圳万科广场",1
1,4453197670,"深圳海港大厦",3
1,4453198706,"广州市出入境大厦",1
1,4453207911,"上海沙田大厦",1
1,4453210471,"上海裸心社",15
1,4453217639,"上海浦发广场",1
1,4453224039,"上海骏丰嘉天下",1
1,4453684503,"科技园写字楼转租",2
1,4467099617,"办公楼租赁信息",6
1,4467373269,"深圳南山科技园办公房出租",2
1,4467463615,"北京海淀商务中心出租",4
1,4467466175,"北京金茂府租房",1
1,4467479231,"北京万达广场招租",1
1,4467505343,"北京牡丹园租房",2
1,4467511999,"北京inn出租",3
1,4467512255,"北京inn招租",2
1,4467901040,"望京写字间",4
1,4467979922,"五道口租赁办公室",1
1,4468256913,"天源大厦急租",1
1,4468271509,"方恒时代中心出租",1
1,4468287135,"龙胜时代大厦出租",1
1,4468305814,"北京国际租赁",3
1,4468716137,"租北科大厦",7
1,4468736361,"租超市发",2
1,4469949286,"深圳蓝坤大厦",1
1,4469953894,"深圳海关大厦",1
1,4469966439,"上海中铁诺德国际中心",1
1,4469970791,"上海天汇广场",3
1,4469973362,"广州市北秀大厦",2
1,4469974375,"上海华纳商务中心",1
1,4469975398,"深圳银信大厦",1
1,4469983602,"广州市加悦大厦",1
1,4469983847,"上海远洋广场",2
1,4469984359,"上海大众金融大厦",1
1,4470003559,"上海佳程广场",1
1,4470005362,"广州市东兴大厦",1
1,4470007143,"上海尚之坊时尚文化创意园",1
1,4470007654,"深圳国贸大厦",2
1,4470009970,"广州市华盛大厦",1
1,4470010214,"深圳大唐时代大厦",2
1,4470010215,"上海龙之梦购物中心",1
1,4470446871,"文化创意园出租",2
1,4470447895,"创业园出租",1
1,4470464023,"创意园出租",2
1,4470880125,"好租网上海",6
1,4482080549,"北京昌平新元科技园出租",5
1,4482082597,"傲城融富中心出租信息",4
1,4482083621,"紫光发展大厦租赁信息",1
1,4482084645,"soho现代城出租信息",18
1,4482096165,"中关村大厦出租信息",5
1,4482101541,"绿地启航国际写字楼出租",1
1,4482124325,"石榴中心租金",13
1,4482126117,"通州万达广场出租信息",1
1,4482129445,"通州万达广场租赁信息",2
1,4482130469,"幸福大厦租金",5
1,4482130725,"首开国风美唐租金",2
1,4482131493,"四惠大厦租金",9
1,4482133029,"西环广场租金",1
1,4482134053,"首科大厦租金",2
1,4482135589,"上地五彩城租金",4
1,4482136613,"望京soho租金",43
1,4482137637,"主语国际租金",1
1,4482137893,"艺海大厦租金",3
1,4482470580,"北京大兴区工位出租价格",2
1,4482481588,"北京通州区工位出租价格",1
1,4483846369,"急租办公室",7
1,4483847393,"急租办公楼",1
1,4483855073,"好租官方网站",23
1,4483863777,"好租租赁",9
1,4483868385,"好租写字楼网",2
1,4484236479,"北京写字楼租赁",198
1,4484239537,"深圳科技园写字楼",1
1,4484241343,"诚盈中心物业",1
1,4484246463,"北京工位租赁",2
1,4484246719,"北京办公租赁",11
1,4484266942,"海珠广州大道南办公室出租",1
1,4484269500,"角门写字楼",1
1,4484271039,"方恒国际中心物业",8
1,4484276415,"中国铁建广场物业",1
1,4484283327,"合生麒麟社物业",2
1,4484283825,"深圳服务式办公室租赁信息网",5
1,4484285375,"平安国际金融中心物业",3
1,4484286399,"京师科技大厦物业",1
1,4484287167,"望京soho物业公司",4
1,4484291263,"合生财富广场物业",1
1,4484291519,"环球贸易中心物业",1
1,4484293311,"北京写字楼出租",1
1,4484300479,"南银大厦物业公司",4
1,4484692592,"外滩商务楼",2
1,4484717970,"五道口办公楼",1
1,4485034421,"南银大厦",15
1,4485035667,"瑞赛大厦招租",1
1,4485035957,"中旅大厦",2
1,4485055669,"第一上海中心",1
1,4485056659,"北京富力中心招租",1
1,4485058453,"租赁望京大厦",1
1,4485058741,"凤凰置地广场",1
1,4485068699,"出租博智中心",1
1,4485070485,"融创动力文化创意产业园出租",1
1,4485071285,"润世中心",3
1,4485073845,"琨莎中心",8
1,4485078965,"国门大厦",1
1,4485080245,"现代汽车大厦",1
1,4485083061,"京信大厦",8
1,4485086858,"bhc中环中心出租",2
1,4485535592,"租中航广场",3
1,4486739303,"上海绿地海悦酒店公寓",1
1,4486749287,"上海绿地能源大厦",1
1,4486759527,"上海荣泰国际大厦",1
1,4486764646,"深圳西武大厦",1
1,4486772850,"广州市汇华商贸大厦",2
1,4486774887,"上海国科大厦",1
1,4486776422,"深圳联华大厦",1
1,4486777446,"深圳新澜大厦",2
1,4486778738,"广州市天河广场",1
1,4486780519,"上海蓝宝石大厦",2
1,4486781798,"深圳万科前海企业公馆",3
1,4486783334,"深圳大运软件小镇",4
1,4486790247,"上海申航大厦",3
1,4486790502,"深圳智慧谷",1
1,4487205399,"创意园区办公室出租",1
1,4487213079,"工业园区出租",9
1,4487216151,"创意园区租赁",5
1,4487693949,"好租北京",2
1,4497994623,"租天河大厦",3
1,4498627288,"上海月星环球港招租价格",1
1,4498628312,"浦江智谷商务园招租价格",1
1,4500932821,"深圳龙岗布吉工位租赁信息",3
1,4501062329,"租赁上海广场",2
1,4501067705,"闵行办公楼出租",2
1,4501473170,"徐汇区商务楼",1
1,4501524626,"宣武写字间",1
1,4501799583,"租万科广场",4
1,4501805966,"嘉里不夜城招租",1
1,4501808526,"中融信托大厦招租",3
1,4501812893,"租商务中心大厦",1
1,4501815182,"恒汇国际大厦招租",3
1,4501819036,"中央西谷大厦急租",2
1,4501821366,"租法兰桥",1
1,4501827721,"soho复兴广场急租",5
1,4502287721,"租银丰大厦",2
1,4503513447,"上海明谷科技园",1
1,4503515751,"上海七星创业园",1
1,4503522919,"上海莱茵虹景中心",2
1,4503524467,"丰台区国润商务大厦",1
1,4503531623,"上海海港国际贸易中心",1
1,4503538534,"深圳佳宁娜广场",2
1,4503540070,"深圳中洲控股中心",2
1,4503542898,"广州市美博城",2
1,4503548019,"丰台区青塔西路58号院",1
1,4503548518,"深圳京基滨河时代大厦",1
1,4503565171,"丰台区宝隆大厦",2
1,4515365080,"金桥国际商业广场招租价格",4
1,4515422424,"上海中天科技商务园招租",1
1,4515638309,"光华路soho出租信息",20
1,4515643941,"保利国际广场出租信息",1
1,4515647013,"寰岛博雅大酒店租赁信息",1
1,4515649829,"悠乐汇出租信息",2
1,4515656997,"中关村科贸电子城租赁信息",1
1,4515658533,"世纪财富中心出租信息",4
1,4515659301,"鼎好电子大厦出租信息",3
1,4515690533,"朝阳首府出租信息",1
1,4517505312,"点点租网",5
1,4517513504,"点点租网站",1
1,4517517088,"点点租",7
1,4517699540,"上海浦东陆家嘴办公楼租金",1
1,4517790137,"上海求租店面",1
1,4517791673,"上海中心招租",2
1,4517794489,"上海香樟园小型服务式办公室出租",1
1,4517798073,"上海小面积办公房出租",1
1,4517799609,"上海商务楼租赁信息",1
1,4517811897,"上海运动loft出租",2
1,4517829817,"上海办公租赁",3
1,4517830073,"上海环球金融中心写字楼租金",6
1,4517832377,"上海跨国采购中心出租",1
1,4517832889,"上海绿地中心小型办公室出租",2
1,4517834937,"上海短期办公室出租",1
1,4517835449,"上海老西门地铁口商务中心出租",1
1,4517844921,"上海宜山路小型办公室出租",1
1,4517847737,"上海租办公位",1
1,4517849785,"上海静安区办公室出租",1
1,4518281106,"上海徐汇写字楼出租",1
1,4518287250,"徐家汇租赁商务楼",1
1,4518632597,"华文国际传媒大厦招租",2
1,4519089257,"租富海大厦",1
1,4520282982,"深圳敬航大厦",1
1,4520285811,"丰台区诺德中心",2
1,4520307046,"深圳宝安广场",1
1,4520309094,"深圳新能源大厦",1
1,4520327538,"广州市东宝大厦",3
1,4520342630,"深圳宝华大厦",1
1,4531712636,"上海办办网",4
1,4532172504,"上海绿地中心求租价格",2
1,4534185697,"广州好租房源",2
1,4534188769,"好租写字楼网",1
1,4534213857,"好租官方网站",46
1,4534604991,"求租办公位",1
1,4534605246,"海珠客村办公室出租",5
1,4535066770,"徐家汇商务楼出租",1
1,4535070866,"徐汇写字楼租赁",1
1,4535361436,"彩虹新都彩荟阁急租",1
1,4535363228,"彩虹大厦急租",2
1,4535365012,"南新仓国际大厦租赁",2
1,4535370138,"租中央大厦",4
1,4535379612,"南方国际广场急租",1
1,4535385742,"新理想大厦招租",1
1,4535403156,"宏天商务中心出租",1
1,4535417244,"生命人寿大厦急租",3
1,4535845993,"租慧科大厦",1
1,4535851113,"租维亚大厦",3
1,4537063526,"深圳罗湖商务中心",2
1,4537064038,"深圳寸金大厦",2
1,4537069671,"上海盛创企业家园",2
1,4537078375,"上海紫竹信息数码港",1
1,4537079411,"丰台区海鹰路6号院",4
1,4537096294,"深圳天源大厦",1
1,4537098343,"上海寰启商务园",1
1,4537099622,"深圳电商之家",1
1,4537102182,"深圳优城商务大厦",7
1,4537104230,"深圳国鸿大厦",1
1,4537104231,"上海紫竹数字创意港",1
1,4537104499,"丰台区外环西路26号院",1
1,4537106278,"深圳新木半里大厦",2
1,4537114983,"上海万业新阶",1
1,4537117043,"丰台区首开石榴派",1
1,4537117798,"深圳世纪豪庭大厦",1
1,4537529879,"深圳科技园办公室租赁",4
1,4537542423,"深圳创意园出租",3
1,4537557015,"深圳科技园写字楼租赁",5
1,4549223205,"三里屯soho租金",1
1,4549223461,"一轻大厦租金",4
1,4549224997,"宇飞大厦租金",1
1,4549225765,"总部基地租金",1
1,4549226021,"物华大厦租金",1
1,4549226277,"望京大厦租金",2
1,4549228581,"银河soho租金",21
1,4549228837,"紫金数码租金",2
1,4549234981,"长安驿租金",1
